file,encoding,delimiter,bytes,fields,rows,valid,errors,validPackage,frictionLessError,@rdf:about,dct:title,dct:license:@rdf:resource,dct:format:@rdf:resource,dct:description,downloadURL
54,utf-8,",",172997,36,86,true,0,true,0,http://dati.comune.matera.it/dataset/bd57ba01-b574-4711-9396-aab11ef4f831/resource/16311fcb-76d7-4714-b970-d758808e2d34,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Aaree_percorse_da_fuoco&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=a966fc2108bd11e8919aa0d3c13eef1f
55,utf-8,",",2679,5,24,true,0,true,0,http://dati.comune.matera.it/dataset/a57908cc-8dd3-4821-8b3f-4bb923f25a3f/resource/1d609d86-33bf-474f-9483-346654de29cd,sportelli-bancari-nella-citta-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco aggiornato degli sportelli bancari in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIBK4i8UhjBm5Ti_XRTzObMKfvhxqeQV6DUqKd3vvDqCSYGKQo0_OQ7QTp8w4nogYahNeG7XRaflmJ/pub?output=csv
56,utf-8,",",3353,14,13,false,2,false,0,http://dati.comune.matera.it/dataset/f6cdc34b-83ca-4173-8b66-5e8e701d8a45/resource/bd5f8946-0096-42f2-a94a-e2e18a7ae298,ConsulenzeCSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vSqiSJXhCV6tAM8kVWsK-zj4_bE8dY6isywW1IwE2innGKgfRv82gtfacpDTfHd7oJVrXKkgJlt4Yrj/pub?gid=0&single=true&output=csv
57,utf-8,",",211,4,12,true,0,true,0,http://dati.comune.matera.it/dataset/14590314-ad58-488f-98a3-9c289c3325ea/resource/416ac4e2-951e-4c8b-8e84-12dc7fb281cb,riepilogo-incidenti-stradali-anno-2017-tipo-strada_csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Tipo strada in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vSmgaHVVzjj2DanEYK8um9V-WiNyDMD5HF9_IUSQW7WN0-efKWLdtXmUaKATp09gzkN6ZPZPBbdmMq3/pub?gid=1536678746&single=true&output=csv
58,utf-8,",",1203240,81,437,true,0,true,0,http://dati.comune.matera.it/dataset/91d361e3-a71b-4e56-86f0-6ddbfb69258b/resource/05876836-f467-4895-accb-bc6f245dded8,CSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Asezioni_istat_2011&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=95c00621337511e8abdea0d3c13eef1f
59,,",",,,,,1,false,1,http://dati.comune.matera.it/dataset/61705d80-c101-4848-b52c-913fd29b2366/resource/9c5df3aa-8566-482c-b5a4-0eb719005be5,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Alimiti_interventi_1&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=1c0fe2612e2911e8a500a0d3c13eef1f
60,utf-8,",",292,26,1,false,9,false,0,http://dati.comune.matera.it/dataset/a13fe14e-5320-4125-ad5f-b69cb91a7d65/resource/2b0c97d5-e072-4da7-aabf-94aa1e0c6083,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://goo.gl/opd6Me
61,iso8859-1,",",3965,9,19,true,0,true,0,http://dati.comune.matera.it/dataset/3f732626-d3e3-41b3-8356-bf215b618016/resource/84d7322e-7035-4ab3-9388-5a36038e0d84,registro-degli-accessi-civici-2018-2019,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Registro in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRZDgRZ8h5TCUru1TDrYdQfgZCSQWJyA4cEp6m4bt8MRKWfqGXlqvRxMpQgaPYUcpLkxVZOAE8aqiv6/pub?gid=690587608&single=true&output=csv
62,utf-8,",",27242,3,1,true,0,true,0,http://dati.comune.matera.it/dataset/82dac97d-89c2-4b42-824d-c50d3b6893c0/resource/7c4ab61a-5840-469c-b41d-928bedb22506,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Alimite_rione_sassi&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=35dd11612af311e8a75ea0d3c13eef1f
63,utf-8,",",472,5,7,true,0,true,0,http://dati.comune.matera.it/dataset/2e1657bb-a501-4808-bad3-562df0905828/resource/fe4408da-8ae0-4f60-b0d2-6660673b2397,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://goo.gl/xxN8QJ
64,utf-8,",",26796,3,759,true,0,true,0,http://dati.comune.matera.it/dataset/b3e7e96e-24c5-4b4b-b3b4-af332a43780c/resource/e3287c19-ef51-4e0d-9692-6b00d4e22c9e,nuovo-stradario-della-citta-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Nuovo Stradario della città di Matera in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTccHv9mYddJFPl0WB_Ppxc0x1NT7ZCCU8jqxbkELhVhB3hQzBXc0ukDLj64g8zimhZkZ45DCaikYYL/pub?output=csv
65,utf-8,",",153,14,0,true,0,true,0,http://dati.comune.matera.it/dataset/cb15c595-cdf6-45d6-b882-f22c896efd63/resource/28cc6412-9079-4e7b-9559-8954fbf26d7e,art15c12CSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV permanentemente alimentato da Albo Pretorio,http://servizionline.comune.mt.it:80/atc/files/MATERA/art15c12.csv
66,utf-8,",",1876,9,14,true,0,true,0,http://dati.comune.matera.it/dataset/5cb929be-9fb2-424c-adb8-d482f4b0158a/resource/e637612a-8d99-46cd-a698-4333e5295f84,Istr_Superiore_Pubblica_A.S.2018-2019,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Scuole superiori della Città in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTMPmn8JVYseajL-eVTZg9o1MIW4FKZSAJLhWSJDZvv1BNsTEzVSIInIat7RaVW5vxNFPeQG6FBVIFG/pub?output=csv
67,utf-8,",",96752,21,534,false,9,false,0,http://dati.comune.matera.it/dataset/41eca07c-a9e4-4df1-b6a5-c9153185192c/resource/34074769-c702-441d-a5a5-0a7b09d29435,PubbliciEsercizi.csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vTkKNNgGLmBTXJVEsPWHSx_aix57bTdernEIoVk7njmHX1bAnl_dTcPT8ULqntB3OxR2qDAreLaUZ7N/pub?output=csv
68,utf-8,",",283,2,12,true,0,true,0,http://dati.comune.matera.it/dataset/609d3280-b1fb-4c35-89d2-91d6627e4088/resource/91ef89fb-9167-4a9f-ad59-bca37371977d,incassi-mensili-per-ogni-mese-dell-anno-2018-della-polizia-locale-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Incassi mensili dei verbali elevati dalla Polizia Locale di Matera per ogni mese dell'anno 2018 in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vSfv0EoarRDgfi2Lr7RIta90-U4M0edXWbbdcLdxMHkodRCs1kT8Enm0_xEQXIp8qcWoFivGE2DgWX2/pub?output=csv
69,utf-8,",",3957,10,31,true,0,true,0,http://dati.comune.matera.it/dataset/22fa48f5-d216-4f55-93f0-6caf12e0b5d8/resource/6ad9c0d0-41f6-4581-a274-6d5f52f95467,parcheggi-e-numero-di-posti-auto-della-città-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco geolocalizzato dei parcheggi pubblici e privati in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vQx6xLrbSZIrZx0p3n7Tjy3nnkxp_gVRRMW8s8KZilYs3Qkz-LwHXYWjpCaoQApjQSfOxpn6hhqaMbn/pub?output=csv
70,utf-8,",",1563,9,25,true,0,true,0,http://dati.comune.matera.it/dataset/289125f2-0741-434a-898e-e88d8b6b6786/resource/f2d755ea-1235-4c29-b7e0-68dbfca10fe4,residenti-per-quartiere-ed-area-geografica-di-appartenenza-al-31-12-2017,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Residenti per quartiere ed area geografica in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vQLXbXDR-KCs32EMPG6XtDZ_IZFiZok47xGnk23M0BnjQGkJctf7_r3ZIukaLBltglhpCiyNcakAHTo/pub?output=csv
71,cp1252,",",11527,5,94,true,0,true,0,http://dati.comune.matera.it/dataset/0f303fb1-a071-4162-969e-e5086e047414/resource/00378640-3d64-46f0-b5aa-c00b6faa0c9b,cantine-del-territorio-del-comune-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Cantine del territorio del comune di Matera in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTpiDBcVIBKQAf-RroPzDibmANob5M3X9auJx3DbP_aLRwqdpLPrgwm9aqdjdfpE1B8_oTfowVrvkNS/pub?output=csv
72,utf-8,",",26229,14,208,false,3,false,0,http://dati.comune.matera.it/dataset/6c8c643e-a9bf-46b8-9785-54f44141fbf8/resource/82e8bce8-ea22-4598-b527-0735d35562fb,Affittacamere,http://www.opendefinition.org/licenses/odc-odbl,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vTj3s9jj7shHskVEx4uox9IDn0TQomgYiZ8whfZbvOpvLqWkxrxVV17OCsoJrqmvfWSrG1n5GCZT1Qn/pub?gid=1017839476&single=true&output=csv
73,iso8859-1,",",20352,76,106,false,48,false,0,http://dati.comune.matera.it/dataset/c1713215-00d0-457e-abee-0c7138befb16/resource/a713b892-4e9f-4b79-bb90-fbee841f0412,"residenti per età, sesso e quartieri",http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,"Popolazione residente per età, sesso e quartieri della Città al 31.12.2017 in csv",https://docs.google.com/spreadsheets/d/e/2PACX-1vQWMcO4sAEiA-qUQ73kpqTBV6q5B3SXvRGCNY9lmUGPKrcVmgUjvsF5VIdq1YgywQCdIDV0CpSFmSLf/pub?output=csv
74,utf-8,",",5057,3,1,true,0,true,0,http://dati.comune.matera.it/dataset/330c3c86-4e34-41fb-9369-e8841687c4c1/resource/27cb1ffc-6c8c-45ee-be70-8a0d0ddc84e7,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Afascia_di_rispetto_cimiteriale&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=1b27d6e12e2a11e8894aa0d3c13eef1f
75,utf-8,",",4177,9,36,true,0,true,0,http://dati.comune.matera.it/dataset/96ef74d3-2277-4280-ba28-c5ea44e8ffb1/resource/6555041b-d34f-4e0b-9f0a-c570c2682368,Istr_Inferiore_Pubblica_A.S.2018-19,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,"Alunni delle Scuole dell'Infanzia, Primarie e Secondarie di primo grado raggruppati per classi e plessi scolastici con i relativi indirizzi in csv",https://docs.google.com/spreadsheets/d/e/2PACX-1vS4PROhAN-9yQ4g8RVTPCxVJN0Q3k5lxflEOi-5NRklB-Vv-SnJZVVZC9CCC36fhiVztJoI9aDzxtRC/pub?output=csv
76,utf-8,",",481,4,11,true,0,true,0,http://dati.comune.matera.it/dataset/35caef29-c0f8-42c2-a1d3-be061093236c/resource/c0a798db-37ae-4235-b99e-6e1d24607edf,Decessi anno 2016 per grandi cause di morte in valori assoluti,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Decessi anno 2016 per grandi cause di morte in valori assoluti in csv,https://goo.gl/kofoyu
77,iso8859-1,",",543,13,11,true,0,true,0,http://dati.comune.matera.it/dataset/4757c9ae-5ebf-46cf-8bae-0901980db77e/resource/7008fa0e-f4e4-4eef-a54f-207e8d5e0276,bilancio-mensile-incidenti-stradali-anno-2018-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Riepilogo incidenti stradali per causa sinistro in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvWfG8BPxw2BlaGvyEjBrvO1jDkVkG0N4kBhtpPdIyy9dUwP28XWRXp1DVo5d_qnCYkYY0ShvO9eas/pub?gid=410461662&single=true&output=csv
78,,",",,,,,1,false,1,http://dati.comune.matera.it/dataset/b4cda862-d2a7-478b-8da4-c4873ea07a1b/resource/ff2a8763-48e0-49e6-9dfc-2c3f0ac190cd,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Adestinazioni&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=b81030c04e2711e8bb21a0d3c13eef1f
79,utf-8,",",63433,19,328,true,0,true,0,http://dati.comune.matera.it/dataset/e34b0f39-5b05-4938-934c-6146c6555739/resource/6dee3b28-a43d-4413-be42-421bf6d33574,incidenti-dell-anno-2018-per-mese-e-territorio,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Riepilogo mensile degli incidenti stradali per territorio in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vT2yZocdKjFfLwqeGQixR1YpqpLI0TKzrOkkOXCecYn4fG1iXKy-bnwPnha0jT_icrUPSC0cS9y-3Ra/pub?output=csv
80,utf-8,",",1570863,7,10102,false,1,false,0,http://dati.comune.matera.it/dataset/5a054b0a-c0ee-4275-b8ec-bc8c00577790/resource/79c4ebe9-d96a-43e3-8a27-599924cbf2fc,praticheEdilizie.csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Pratiche Edilizie con aggiornamento giornaliero.,https://sudematera.paesit.it/Allegati/praticheEdilizie.csv
81,utf-8,",",614,5,6,true,0,true,0,http://dati.comune.matera.it/dataset/336eca4f-2678-4237-b126-4139eb450273/resource/2750c8bf-276f-4c0c-bf8d-e31f92a48d55,stazioni-ferroviarie-e-autobus-2018,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco delle stazioni ferroviarie e degli autobus in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTyrTSdcYbsWylCY2n-aftBtup5KyXO4_M_kvM08a5W7CbxLsbwd4EJdT3Vz1XE_bZyRjzY4wisRAdX/pub?output=csv
82,utf-8,",",2038,5,12,true,0,true,0,http://dati.comune.matera.it/dataset/de31ec4a-7d52-4fe9-9ef3-a88461ff8b66/resource/b04df261-a95e-4624-9dc6-924580c2c1cc,programmazione-risorse-legge-205-2017-matera-progetti-approvati,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco dei progetti approvati in CSV con link alle cartelle dei progetti in PDF,https://docs.google.com/spreadsheets/d/e/2PACX-1vRIiiTyLpbmZZ2FQIwDiANh2t42-CAp8vMdIFi6sHOuLALRTjpGZkzzSnJkmw-veEm2m34odc20hS2J/pub?output=csv
83,utf-8,",",1565,12,12,false,2,false,0,http://dati.comune.matera.it/dataset/6c8c643e-a9bf-46b8-9785-54f44141fbf8/resource/7de65a45-3cda-4a51-b41f-fa04188bb3bc,Altro_varie,http://www.opendefinition.org/licenses/odc-odbl,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vTj3s9jj7shHskVEx4uox9IDn0TQomgYiZ8whfZbvOpvLqWkxrxVV17OCsoJrqmvfWSrG1n5GCZT1Qn/pub?gid=1730373720&single=true&output=csv
84,utf-8,",",405220,20,2700,false,52,false,0,http://dati.comune.matera.it/dataset/1205f95f-a067-4177-8f72-a8a659bf0ef5/resource/d6b8297c-d52f-42e9-af50-aea063e628f4,CSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,I dati catastali riportati sono stati rilevati al momento dell'esproprio e potrebbero essere stati variati successivamente alla stipula delle convenzioni fra Agenzia del Demanio e Comune di Matera. File in formato CSV.,https://goo.gl/XX2wbC
85,utf-8,",",3073,5,22,true,0,true,0,http://dati.comune.matera.it/dataset/c6c09edc-199e-466e-8e44-1ee5c8479869/resource/52955b31-0271-4638-b78e-9b8aefa09c06,masserie-del-territorio-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Masserie del territorio di Matera in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vQgLrD25kjeZ3JjXgKXe2RpDd4a0urzOZhZ3RSP9m9Hbfql8D0AaG0rSTVf_noAQ4q4OP9T-qa8x8PB/pub?output=csv
86,utf-8,",",71612,4,19,true,0,true,0,http://dati.comune.matera.it/dataset/b335eb4c-9c0e-42d5-b67c-feae928fda8d/resource/b5c4f859-3d47-464f-accb-58256f235e17,zoneconfluenza_csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File delle Zone di confluenza in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Azone_di_confluenza&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=623caf0008bf11e89e77a0d3c13eef1f
87,utf-8,",",50604,13,92,true,0,true,0,http://dati.comune.matera.it/dataset/7e7e3476-2d8c-4ad0-9294-94032a29c7ef/resource/a6c211ca-b319-4fb5-aa49-bc230d24b6c2,AttiCSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://servizionline.comune.mt.it:80/atc/files/MATERA/art18.csv
88,utf-8,",",743,5,8,true,0,true,0,http://dati.comune.matera.it/dataset/b487da17-30f8-4ce4-84bf-be00e50fdae8/resource/a1ca7fdc-7ee7-4e66-a58e-5fc33ce80755,servizi-di-soccorso-pubblico-2018-della-citta-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco delle strutture del soccorso pubblico in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTzONQ5Q1yI_rlP39o1lmV0GYRWnHevo85gCeSjqS9ckBVKotA8EAYYGkoQUcHEsFmJFEOSBOOdLujk/pub?output=csv
89,utf-8,",",5282,5,41,true,0,true,0,http://dati.comune.matera.it/dataset/aafcf6cf-29cc-40d2-83f3-6097c0e1711f/resource/8f2bc04a-6991-4ffe-9849-02c7067f1b04,jazzi-del-comune-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Jazzi nel territorio di Matera in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTQjmCgbgXkSnK0GIc8zDkJ_CLH3_e87Y3nbI-V0ReGmrh9wVdP2t8Whjtlg50y8Aicy8yPmAKTnz1y/pub?output=csv
90,utf-8,",",20543,15,112,true,0,true,0,http://dati.comune.matera.it/dataset/f972102f-0b9b-4e5d-bdf6-635990518c14/resource/a938cd55-52ae-4e1e-a0b8-3158f5498bcd,Occupazionisuolopubblicodehors.csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRE8CXVaaMSEreF0bCzR1J09yCARCbE4xX6U57WWkiyGXzO9UJVExmnqYW_Wi263_aaIaRshUmV-Hl1/pub?gid=0&single=true&output=csv
91,utf-8,",",68090,15,477,false,3,false,0,http://dati.comune.matera.it/dataset/6c8c643e-a9bf-46b8-9785-54f44141fbf8/resource/006cc58d-8e0b-4218-886a-8e16f0dac447,Casa vacanze,http://www.opendefinition.org/licenses/odc-odbl,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vTj3s9jj7shHskVEx4uox9IDn0TQomgYiZ8whfZbvOpvLqWkxrxVV17OCsoJrqmvfWSrG1n5GCZT1Qn/pub?gid=26988434&single=true&output=csv
92,utf-8,",",3167,12,17,true,0,true,0,http://dati.comune.matera.it/dataset/e3dc0563-ed9b-4c99-bf87-5b96ddff669f/resource/d35eee77-1880-4f64-95e7-6ac437b30ad2,Immobili bando esercizi di vicinato csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Il dataset contiene l'elenco degli immobili messi a bando per l'apertura di esercizi di vicinato nei Rioni Sassi di Matera in formato csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vT7hbMvoUwgvPhVd1gY8L9FnjH8diRYrwAwHyWUmXr1qWsJAjp7AJMymf0M_wezv9wNX7LCeyGpm6x6/pub?output=csv
93,utf-8,",",79759,10,57,true,0,true,0,http://dati.comune.matera.it/dataset/2cc4287a-6b5a-4179-a4b2-41f2129f9d62/resource/36d3f6c3-3f88-44c7-aee0-340b2b0b9777,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://wgmatera.paesit.it/geoserver/wfs?typename=geonode%3Abeni_monumentali_art_10&outputFormat=csv&version=1.0.0&request=GetFeature&service=WFS&access_token=68c9d8e108bd11e8afb2a0d3c13eef1f
94,utf-8,",",200,2,13,true,0,true,0,http://dati.comune.matera.it/dataset/fd892840-4341-4df6-a94d-0aa39003b66c/resource/1820c305-6714-4db3-bdcd-52a2849d8179,2018_Verbali_Mensili,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Verbali totali per mese dell'anno 2018 in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vRkvvjRcnftBZ_k5387wzXGv5CEjOSzsWwOtz43pCsKqgPNKLMlIT10c_TqL8ROCnf_xbj7jBYVVcso/pub?output=csv
95,utf-8,",",1447,11,13,true,0,true,0,http://dati.comune.matera.it/dataset/6c8c643e-a9bf-46b8-9785-54f44141fbf8/resource/eea754d3-49a9-4fea-a008-f33e11df556e,Agriturismo,http://www.opendefinition.org/licenses/odc-odbl,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vTj3s9jj7shHskVEx4uox9IDn0TQomgYiZ8whfZbvOpvLqWkxrxVV17OCsoJrqmvfWSrG1n5GCZT1Qn/pub?gid=1061491485&single=true&output=csv
96,utf-8,",",232,9,2,true,0,true,0,http://dati.comune.matera.it/dataset/1eb7dd59-cc45-4b31-bdbe-d7333eace570/resource/fed9b5cd-2cd0-4244-92c0-3cc529c63bcc,csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vTgTdOPpj4VaA_etntg6LJ1-xPOFmoFOJYp4-umsI5IYErK3LXKceVbYMs9IKf999XTnHo2lnJDxjQX/pub?gid=0&single=true&output=csv
97,utf-8,",",1323,7,15,true,0,true,0,http://dati.comune.matera.it/dataset/77846dce-ac52-4793-a722-2fb941eb9811/resource/e02f5299-6f84-43cd-afc0-cd652513211f,elenco-farmacie.csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vQCBfAoupivm-Jl1PeCoe0h_UnqEpBpkW3Mc1gSUQi47Kwv6qvhDiEw_7A_45p-qHZ5EOoWkbPboTSm/pub?output=csv
98,utf-8,",",15446,47,29,true,0,true,0,http://dati.comune.matera.it/dataset/e9d6e181-c1eb-40ce-bcb6-ffc3b6c35641/resource/9169564a-d6b2-4785-8311-9940c57decb6,CSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV delle Anagrafiche e degli avanzamenti,https://goo.gl/oLJv8e
99,utf-8,",",504,8,12,true,0,true,0,http://dati.comune.matera.it/dataset/addb6733-b45b-44bf-bfd2-b26432d10cc7/resource/95f0abe2-923f-44d0-8418-6c2ddf2a8b69,Serie storica tipologia infrazione,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Serie storica dei verbali per tipologia d'infrazione dall'anno 2008 al 2017 in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vSCVc_lixIePIzEtKR-3RiVwYkEkv9_aP4yoWilTN9XmaA96RGv4vcQcoljt-qnMPZLMOJTQyXWi7fB/pub?output=csv
100,utf-8,",",987,7,11,true,0,true,0,http://dati.comune.matera.it/dataset/2d6697e9-7d28-41b9-899c-ab45f13bc940/resource/7d834ce4-98e8-4bb8-84e3-7b68e9a013ee,file-elenco-parafarmacie.csv,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Elenco delle Parafarmacie in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vQrldoUWTShE0g1PlzP03RCeLoIAR-mEEEMYfiWrbOyH19jXlhVQiNk2ejnp1hALqwvNNmhsMT6-5VO/pub?output=csv
101,utf-8,",",1051319,73,985,true,0,true,0,http://dati.comune.matera.it/dataset/a1db34fc-e3db-439c-991e-4f39ae9c5db8/resource/49f1f03c-e07a-4ad3-93bf-dcb92df2ddd6,CSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,https://docs.google.com/spreadsheets/d/e/2PACX-1vQD6Yx9F4XK0f2o2rRfZzroXtUZ3-Hd_Bxg1V27LoPomcoUXyXxQqeaqE8zct8N5ytFW2NgV2dVm7Jm/pub?gid=0&single=true&output=csv
102,utf-8,",",6820,16,96,false,2,false,0,http://dati.comune.matera.it/dataset/a60e9ffc-1450-43d9-8220-f0b2693dc79c/resource/635b1d54-d37c-4ddb-9626-a1e42addd947,movimento-demografico-annuale-1931-2017-della-citta-di-matera,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,Movimento Demografico al 31 dicembre di ogni anno dal 1931 al 2017 in csv,https://docs.google.com/spreadsheets/d/e/2PACX-1vTGV3fwLOYVAPV6EKYu-PqrdXHPw91j26y9S9nb-kV5-4Ru3QF8pcHRHyZiTlK_UUuJzOombGXC0P68/pub?output=csv
103,utf-8,",",393752,10,1904,false,6,false,0,http://dati.comune.matera.it/dataset/6ac60a9d-055d-43fe-8d33-867ba1857904/resource/abe0ca6f-ee47-4b1c-9e70-b686fcf9b706,Determine2016CSV,http://www.opendefinition.org/licenses/cc-by,http://publications.europa.eu/resource/authority/file-type/CSV,File in formato CSV,http://www.comune.matera.it/images/amm_trasp/bandi_gara_contratti/informazioni_singole_procedure/avcp.csv
